routeId,routeName,routeTypeCd,routeTypeName,startStationId,startStationName,startMobileNo,endStationId, endStationName,endMobileNo,regionName,districtCd,upFirstTime, upLastTime,downFirstTime,downLastTime,peekAlloc,nPeekAlloc,companyId,companyName,companyTel
200000095,3,13,일반형시내버스,201000472,수원남부버스공영차고지,2960,201000187,구운동삼환아파트,2121,"수원,용인",2,05:00,22:30,06:15,23:45,10,12,4103100,수원여객,031-244-5341
200000055,25,13,일반형시내버스,200000165,이목동차고지.이목동입구,1070,233001129,발산리,36223,"수원,화성",2,05:00,22:30,06:00,23:25,20,55,4103100,수원여객,031-244-5341
239000014,40-2,23,일반형농어촌버스,239000522,현리,44014,239000103,봉수리,44003,"가평",2,06:45,18:30,07:05,18:50,0,190,4103800,가평교통,033-241-7342
239000078,30-7,23,일반형농어촌버스,239000738,청평터미널,44702,239000749,수목원.종점,44739,"가평",2,09:20,15:50,09:50,16:20,0,185,4103800,가평교통,033-241-7342
239000010,30-5,23,일반형농어촌버스,239000738,청평터미널,44702,239000496,고재,44342,"가평",2,06:20,20:00,06:50,20:30,0,130,4103800,가평교통,033-241-7342
233000378,H404,13,일반형시내버스,233000297,바이오단지종점,60023,201000592,수원역환승센터(6승강장),2985,"수원,화성",2,05:00,22:40,05:00,23:10,80,30,4111100,화성도시공사,031-8059-5417
229000017,830,12,좌석형시내버스,219000644,고양공영차고지,20594,118000511,영등포소방서.타임스퀘어,87213,"고양,서울",2,04:30,22:30,05:35,23:40,70,90,4101600,명성,031-912-7031
219000027,1900,11,직행좌석형시내버스,219000644,고양공영차고지,20594,101000022,숭례문,,"고양,서울",2,04:40,22:40,05:40,23:50,70,90,4101600,명성,031-912-7031
219000005,82,13,일반형시내버스,218001350,명성운수종점,19683,113000416,신촌오거리.현대백화점(중),,"고양,서울",2,05:00,22:30,06:00,23:40,50,60,4101600,명성,031-912-7031
210000036,70-3,13,일반형시내버스,212000232,대장공영차고지,13004,118000032,경방타임스퀘어.신세계백화점,,"부천,서울",2,04:20,22:50,05:50,00:10,10,20,4103000,소신여객,032-666-3911
229000018,66,13,일반형시내버스,229001251,교하차고지,30059,112000006,모래내시장.가좌역(중),,"고양,서울,파주",2,04:40,22:20,06:00,23:55,16,18,4101600,명성,031-912-7031
236000013,55,13,일반형시내버스,236000308,포천시청앞,40259,236000963,직두3리.논배,41397,"포천",2,06:30,20:50,06:40,21:00,100,100,4104200,포천상운,031-534-8731
222000215,6-6,13,일반형시내버스,222001020,군장리종점,49112,222000141,금곡동구종점.금곡초교,23393,"남양주",2,07:45,00:00,07:55,,0,0,4100500,대원운수,02-455-3114
222000013,23,13,일반형시내버스,277102573,내촌차고지(경유),,227000307,스타필드하남,28477,"구리,남양주,서울,포천,하남",2,04:00,23:00,04:40,00:10,12,15,4107700,경기버스,02-455-2114
200000013,999,13,일반형시내버스,203000062,연화장,4171,233001999,현대기아연구소,37973,"수원,용인,화성",2,04:20,20:50,06:10,23:00,50,120,4101200,남양여객,031-296-8011
222000032,1-4,13,일반형시내버스,222000796,차산리,23606,227000064,미사동차고지.한강뚝방모랫길,28070,"구리,남양주,서울,하남",2,05:00,23:00,05:00,00:00,10,20,4100500,대원운수,02-455-3114
233000268,200,13,일반형시내버스,233002341,경기고속차고지,55171,233003174,반도10차,55701,"화성",2,05:50,19:40,07:30,21:20,90,120,4108600,화성여객,02-434-1926
210000034,70,13,일반형시내버스,212000379,고강공영차고지,13335,210000568,송내역A,11555,"부천,서울",2,04:50,22:50,05:20,00:05,17,25,4103000,소신여객,032-666-3911
204000172,4103,11,직행좌석형시내버스,206000853,판교대장로동측,7828,101000005,서울역버스환승센터(5번승강장)(중),,"서울,성남",2,05:00,23:00,05:50,23:50,15,40,4100400,대원버스,02-455-2114
215000214,82-4,23,일반형농어촌버스,238000205,전곡재래시장앞,43203,238000212,연천역,43259,"연천",2,15:00,15:00,15:55,15:55,0,0,4101400,대양운수,031-865-4150
214000155,87-3,13,일반형시내버스,214001380,성공회앞,48430,214001654,한내들퍼스트뷰,48913,"평택",2,05:55,21:40,06:00,22:10,0,20,4106800,평택여객,031-658-7566
231000019,1-2,13,일반형시내버스,231001359,봉산로터리,34716,231001319,신령리.수산나네집,33769,"안성",2,06:20,18:00,06:20,18:00,180,290,4101800,백성운수,031-673-3456
229000247,9710-1,11,직행좌석형시내버스,229002444,문산읍행정복지센터,30321,100000025,광화문역6번출구,,"고양,서울,파주",2,06:35,21:10,08:35,23:10,280,0,4103400,신일여객,031-958-0713
234001293,911-2,13,일반형시내버스,237001007,여주역,42795,237000158,천송3통마을회관,42431,"여주",2,16:45,16:45,17:10,17:10,0,0,4100300,대원고속,02-455-2114
234001593,1-23,13,일반형시내버스,234000466,광주하남교육청,38682,234000269,광주시축협,38292,"광주,하남",2,06:50,06:50,09:05,09:05,0,0,4100300,대원고속,02-455-2114
229000033,93,13,일반형시내버스,229002444,문산읍행정복지센터,30321,229000049,통일촌윗정거장,30809,"파주",2,05:50,08:10,06:30,08:50,0,0,4103400,신일여객,031-958-0713
234001118,33-5,13,일반형시내버스,234000823,송정대주아파트,38885,234000962,초월한라비발디아파트앞,38952,"광주",2,06:25,21:30,07:10,22:10,20,55,4100300,대원고속,02-455-2114
231000088,5-1,13,일반형시내버스,231000576,인지사거리,33161,231000310,인지사거리,33160,"안성",2,07:25,17:30,07:25,17:30,480,480,4101800,백성운수,031-673-3456
221000035,G1690,11,직행좌석형시내버스,221000217,갈매역,22251,123000611,잠실광역환승센터,,"구리,서울",2,05:40,23:05,06:30,23:55,15,25,4104600,경기여객,02-455-2114
234001663,33,13,일반형시내버스,234001048,광주터미널,54030,234001211,태전힐스테이트6지구,54192,"광주",2,06:15,20:45,06:45,21:20,15,100,4100300,대원고속,02-455-2114
229000127,93-3,13,일반형시내버스,229002444,문산읍행정복지센터,30321,229000049,통일촌윗정거장,30809,"파주",2,10:40,22:00,11:20,23:00,0,0,4103400,신일여객,031-958-0713
234000029,96,13,일반형시내버스,222001920,다산차고지,49790,104000280,강변역(B),,"구리,남양주,서울",2,06:20,22:20,06:55,23:15,60,90,4104600,경기여객,02-455-2114
222000052,95,13,일반형시내버스,222001920,다산차고지,49790,104000280,강변역(B),,"구리,남양주,서울",2,04:25,22:50,05:30,23:55,5,10,4104600,경기여객,02-455-2114
229000128,93-4,13,일반형시내버스,229002444,문산읍행정복지센터,30321,229000070,통일촌삼거리,30752,"파주",2,12:10,12:10,13:20,13:20,0,0,4103400,신일여객,031-958-0713
234000058,92,13,일반형시내버스,277102573,내촌차고지(경유),,104000280,강변역(B),,"구리,남양주,서울,포천",2,04:20,22:00,05:55,23:50,20,30,4104600,경기여객,02-455-2114
233000342,H104,13,일반형시내버스,233003052,향남시외터미널,55329,214001845,송탄역,48828,"평택,화성",2,05:20,22:20,06:40,23:30,90,40,4111100,화성도시공사,031-8059-5417
233000327,G6010,11,직행좌석형시내버스,223000540,오산역환승센터2층(2승강장),24467,228002101,상갈역,47986,"오산,용인,화성",2,05:00,22:45,06:00,23:45,30,40,4108600,화성여객,02-434-1926
234001011,36-6,13,일반형시내버스,234000910,곤지암터미널,38170,234000780,중열미종점,38547,"광주",2,07:10,18:45,07:30,19:05,0,0,4100200,경기고속,02-455-2114
215000088,58-5,13,일반형시내버스,238000697,은대리성삼거리,43364,238000144,백학종점,43011,"연천",2,10:25,14:35,11:20,15:30,0,250,4101400,대양운수,031-865-4150
239000028,50-4,23,일반형농어촌버스,239000272,목동터미널,44576,239000776,건들레.종점,44759,"가평",2,13:15,20:20,13:45,20:50,0,425,4103800,가평교통,033-241-7342
239000148,15-4,23,일반형농어촌버스,239000822,가평역,44789,239000776,건들레.종점,44759,"가평",2,06:40,17:10,07:30,18:00,0,350,4103800,가평교통,033-241-7342
239000153,23-1,23,일반형농어촌버스,239000374,설악터미널,44126,239000903,청평역,44069,"가평",2,05:20,21:50,05:45,22:15,0,40,4103800,가평교통,033-241-7342
222000224,8-8A,13,일반형시내버스,222001725,에코랜드수영장,49351,222000126,비루개마을,23681,"남양주",2,07:00,19:00,07:25,19:25,120,180,4100500,대원운수,02-455-3114
228000251,92-1,13,일반형시내버스,228000197,용인터미널,29436,228000218,송전터미널,29991,"용인",2,05:40,23:00,06:00,23:20,355,685,4100600,경남여객,031-321-3721
210000049,56-1,13,일반형시내버스,211000305,부천남부생태공원입구,12515,212000400,고강동철탑,13343,"광명,부천,서울",2,05:00,23:45,05:00,23:45,12,25,4106300,부일교통,032-349-3658
241006590,7001,51,리무진형 공항버스,210000601,부천터미널소풍(시외.고속),11546,161000611,인천공항3층출국장(T2),,"부천,시흥,인천",2,05:00,21:00,06:20,22:30,60,80,4150500,시외-선진고속,032-886-7700
214000267,순환122A,13,일반형시내버스,214001320,기남방송,48405,214001467,대추리평화마을,48483,"평택",2,05:50,22:00,06:45,22:50,50,40,4102200,평택운수,031-656-5961
210000004,55,13,일반형시내버스,211000219,소사공영차고지,12447,211000118,역곡역.역곡남부시장,12137,"부천",2,05:00,23:45,05:15,00:00,7,12,4106300,부일교통,032-349-3658
200000237,5-2,13,일반형시내버스,202000105,수원역.AK플라자,3196,233003126,아이원.호수자이파밀리에,55522,"수원,화성",2,05:00,22:00,06:20,23:20,20,30,4106100,제부여객,031-295-7105
210000052,57-1,13,일반형시내버스,211000197,부천남부생태공원,12464,211000140,호반베르디움.자이,12139,"부천,서울",2,05:00,23:35,05:00,23:35,15,25,4106300,부일교통,032-349-3658
200000282,5-3,13,일반형시내버스,203000374,동부차고지,4360,233003126,아이원.호수자이파밀리에,55522,"수원,용인,화성",2,05:00,21:50,06:40,23:20,35,45,4101200,남양여객,031-296-8011
230000088,24-1,13,일반형시내버스,230001276,이천역,32514,230001038,신둔도예촌역,32995,"이천",2,10:40,16:00,11:40,17:00,100,120,4100200,경기고속,02-455-2114
216000090,51,13,일반형시내버스,216000327,부곡동산림욕장,17467,216000043,부곡제2종합시장,17160,"안산",2,08:10,19:30,07:40,19:00,40,40,4100700,경원여객,031-492-2260
214000248,1177,13,일반형시내버스,214001328,죽백동차고지,48407,214002018,평택지제역,48880,"안성,평택",2,05:30,22:30,05:20,22:20,0,40,4106800,평택여객,031-658-7566
232000103,7100,11,직행좌석형시내버스,232000647,구래리차고지,35618,118000091,당산역2번출구,,"김포,서울",2,04:50,23:00,05:40,23:50,10,15,4107600,선진버스,031-983-8133
204000155,누리4,13,일반형시내버스,204000215,사송동.종점,5210,206000229,동원동,7033,"성남",2,05:00,22:00,06:00,23:10,18,30,4102600,성남시내버스,031-747-3200
207000009,1-1,13,일반형시내버스,207000395,낙양동공영차고지,8388,104000280,강변역(B),,"구리,남양주,서울,의정부",2,04:35,22:50,05:50,00:05,8,13,4101700,명진여객,02-455-3114
204000084,331,13,일반형시내버스,205000252,성남동대형주차장,6236,122000718,고속철도수서역,,"서울,성남,하남",2,05:00,22:00,05:55,23:05,18,28,4102600,성남시내버스,031-747-3200
234001224,23-80,13,일반형시내버스,230001413,도립리,51186,230001210,이천역종점,32383,"이천",2,06:30,06:30,00:00,00:00,0,0,4100300,대원고속,02-455-2114
234000462,23-8,13,일반형시내버스,230001276,이천역,32514,230001413,도립리,51186,"이천",2,14:45,17:25,15:35,18:15,0,0,4100300,대원고속,02-455-2114
205000003,3-1,13,일반형시내버스,234000600,광주차고지,38288,205000085,사기막골,6148,"광주,성남",2,04:40,23:00,04:50,23:00,8,15,4100400,대원버스,02-455-2114
204000026,52,13,일반형시내버스,205000252,성남동대형주차장,6236,234000478,남한산성도립공원,38075,"광주,성남,하남",2,05:30,21:00,06:00,21:25,90,100,4102600,성남시내버스,031-747-3200
234001456,21-9,13,일반형시내버스,230001276,이천역,32514,230001244,서희테마파크,32532,"이천",2,17:50,17:50,18:40,18:40,0,0,4100200,경기고속,02-455-2114
204000171,53,13,일반형시내버스,204000180,남위례역,5166,234000858,남문터널,38531,"광주,성남,하남",2,05:30,21:00,05:45,21:15,35,45,4102600,성남시내버스,031-747-3200
206000003,300,13,일반형시내버스,206000040,오리역,7058,234000227,은대미,38810,"광주,성남",2,04:50,23:30,04:50,23:30,5,20,4100400,대원버스,02-455-2114
232000099,9000,11,직행좌석형시내버스,232000481,구터미널종점,35439,161000611,인천공항3층출국장(T2),,"김포,인천",2,04:15,20:00,05:45,21:30,60,100,4107600,선진버스,031-983-8133
225000005,100-1,13,일반형시내버스,225000289,납덕골,26270,226000080,의왕역2번출구,27004,"군포,의왕",2,05:45,21:45,06:15,22:10,70,80,4109400,군포여객,031-461-9123
234001317,M5121,14,광역급행형시내버스,203000023,삼성전자중앙문,4046,101000006,서울역버스환승센터(6번승강장)(중),,"서울,수원",2,05:10,22:40,06:10,23:40,7,30,4100200,경기고속,02-455-2114
204000145,누리1,13,일반형시내버스,205000266,성남시장례문화사업소,6241,206000210,쇳골마을.궁내동톨게이트,7028,"성남",2,05:30,22:30,06:15,23:20,17,27,4102600,성남시내버스,031-747-3200
240000047,7-3,23,일반형농어촌버스,240001310,용문터미널,46724,240000589,화전2리마을회관,45248,"양평",2,08:00,10:10,08:15,10:25,0,0,4100900,금강고속,031-772-2341
204000147,누리3,13,일반형시내버스,277101709,차고지출발(경유),,206000701,럭키타운,7615,"성남",2,05:00,22:00,06:00,23:00,17,27,4102600,성남시내버스,031-747-3200
204000005,57,13,일반형시내버스,206000167,선경아파트,7389,122000308,세곡동사거리,,"서울,성남",2,05:00,22:30,06:00,23:35,6,7,4101300,대명운수,031-718-0540
210000043,60,13,일반형시내버스,211000298,부천옥길전기차충전소,12149,210000392,부천테크노파크4단지401동앞,11449,"부천",2,05:00,23:00,05:00,23:00,10,15,4107200,청우운수,032-683-5512
224000028,31-3,13,일반형시내버스,224000856,능곡공영차고지,25899,210000011,부천소방서.부천대학사거리,11247,"부천,시흥",2,05:20,22:40,06:20,23:40,10,15,4103200,시흥교통,031-483-6035
228000424,5003(예약),11,직행좌석형시내버스,228000683,수원컨트리클럽,29278,121000944,신논현역.주류성빌딩,,"서울,용인",2,07:30,,,,0,0,4100600,경남여객,031-321-3721
234001727,35-17A,13,일반형시내버스,234001021,서하리,54016,234000337,초월역.롯데아파트,38340,"광주",2,06:10,20:15,06:50,20:55,0,0,4100200,경기고속,02-455-2114
234000960,1-21,13,일반형시내버스,234000466,광주하남교육청,38682,234000447,직동,38923,"광주",2,06:20,21:30,07:10,20:45,0,0,4100200,경기고속,02-455-2114
234001314,916,13,일반형시내버스,237001368,하동제일시장,52248,237000242,상우아파트단지내,42460,"여주",2,06:50,20:00,07:05,20:15,0,0,4100200,경기고속,02-455-2114
240000083,8-4,23,일반형농어촌버스,240000203,문호리종점,46047,240000277,양수역,46017,"양평",2,07:55,21:50,08:10,22:05,0,180,4100900,금강고속,031-772-2341
240000085,8-5,23,일반형농어촌버스,240000035,문호리종점,46048,240000277,양수역,46017,"양평",2,10:55,19:55,11:45,20:45,0,540,4100900,금강고속,031-772-2341
240000142,8-44,23,일반형농어촌버스,240000203,문호리종점,46047,240000277,양수역,46017,"양평",2,10:15,19:50,10:30,20:05,0,0,4100900,금강고속,031-772-2341
222000133,330-2,12,좌석형시내버스,222000796,차산리,23606,222001620,박달고지골입구,23826,"남양주",2,00:00,00:00,00:00,00:00,25,30,4100500,대원운수,02-455-3114
234001738,500-2N,11,직행좌석형시내버스,234000604,동원대학교,38466,122000095,무역센터,91078,"광주,서울,성남",2,22:50,23:25,00:20,01:00,0,0,4100200,경기고속,02-455-2114
222000017,6-1,13,일반형시내버스,222000921,윗독정리,49016,222001575,사릉역,49471,"남양주",2,05:55,21:00,06:20,21:30,75,140,4107800,경기운수,02-455-2114
234001016,38-23,13,일반형시내버스,234000141,퇴촌농협,38372,234000606,수청1리,38454,"광주",2,06:00,18:40,06:30,19:15,0,0,4100200,경기고속,02-455-2114
234001008,37-32,13,일반형시내버스,234000943,곤지암터미널,38538,234000785,추곡리종점,38587,"광주",2,09:20,14:40,09:50,15:20,0,0,4100200,경기고속,02-455-2114
200000314,4000,11,직행좌석형시내버스,201000472,수원남부버스공영차고지,2960,204000142,사송동종점,5155,"성남,수원",2,04:50,21:40,06:10,23:00,30,65,4102700,성우운수,031-293-3483
232000039,86-1,13,일반형시내버스,232000635,신양중학교,35594,232000223,박마1길,35292,"김포",2,07:30,19:00,08:15,19:40,90,140,4107600,선진버스,031-983-8133
215000216,83,23,일반형농어촌버스,238000192,전곡재래시장앞,43202,238000662,고랑포구,43752,"연천,파주",2,06:30,19:40,07:30,20:40,170,190,4101400,대양운수,031-865-4150
229000242,93-11,13,일반형시내버스,229002444,문산읍행정복지센터,30321,229002715,선유4리,31511,"파주",2,10:10,18:30,10:45,19:05,0,0,4103400,신일여객,031-958-0713
229000249,93-13,13,일반형시내버스,229002444,문산읍행정복지센터,30321,229001301,하포리,31728,"파주",2,16:50,16:50,17:30,17:30,0,0,4103400,신일여객,031-958-0713
200000120,2007,11,직행좌석형시내버스,277103072,오목천차고지(경유),,205000025,단대오거리역.(구)종점,6208,"성남,수원,의왕",2,04:30,22:50,05:30,23:50,10,18,4102000,삼경운수,031-293-3483
215000030,100,13,일반형시내버스,238000205,전곡재래시장앞,43203,238000408,횡산리,43497,"연천",2,07:00,17:30,07:45,18:15,360,360,4101400,대양운수,031-865-4150
233000275,H65,13,일반형시내버스,233003122,동탄2차고지,55518,233000189,화성시청.모두누림센터,36028,"수원,화성",2,05:00,20:00,08:00,23:00,60,80,4108600,화성여객,02-434-1926
215000021,58,13,일반형시내버스,238000697,은대리성삼거리,43364,238000180,동중리구판장,43026,"연천",2,12:55,17:25,13:30,18:00,0,0,4101400,대양운수,031-865-4150
228000399,P9241(퇴근),11,직행좌석형시내버스,204000060,판교제2테크노밸리,5001,228001818,한숲5단지,56698,"성남,용인",2,18:40,20:00,,,80,0,4100600,경남여객,031-321-3721
232000116,G6002,11,직행좌석형시내버스,232000349,유현마을.신동아아파트,35252,118000025,경방타임스퀘어.신세계백화점,,"김포,서울",2,04:30,23:20,05:30,00:20,25,30,4101100,김포운수,031-983-8245
228000405,P9211(퇴근),11,직행좌석형시내버스,101000303,서울시청,,228003083,마북동.현대연수원.한국미술관,47663,"서울,용인",2,18:40,19:00,,,20,0,4100600,경남여객,031-321-3721
234001128,23-94,13,일반형시내버스,230001276,이천역,32514,230000269,현방리,32721,"이천",2,09:35,13:35,10:25,14:40,0,0,4100300,대원고속,02-455-2114
234001271,1570,11,직행좌석형시내버스,203000254,광교차고지,4254,121000010,신분당선강남역(중),,"서울,수원,용인",2,05:10,23:10,06:00,00:00,15,25,4100300,대원고속,02-455-2114
234000069,1117,11,직행좌석형시내버스,228001371,외국어대학교,29561,104000279,테크노마트앞.강변역(C),,"광주,서울,성남,용인",2,04:40,22:45,06:10,00:00,12,25,4100300,대원고속,02-455-2114
234001074,23-92,13,일반형시내버스,230001446,백우리종점,51219,230001210,이천역종점,32383,"이천",2,06:45,06:45,00:00,00:00,0,0,4110900,이천시내버스,031-637-5111
241006818,8343,43,일반형시외버스,228003089,용인공용터미널(시외),47949,285500030,천안종합터미널,,"용인,천안",2,06:20,20:10,07:30,21:40,90,120,4150600,시외-경남여객,031-321-3721
236000227,56-1,13,일반형시내버스,236000463,영화마을,40425,238000699,전곡역,43383,"연천,포천",2,05:35,19:35,07:00,21:00,60,120,4104200,포천상운,031-534-8731
234001604,29-23,13,일반형시내버스,230000150,이천터미널,32098,230001174,신대리종점,51054,"이천",2,18:30,18:30,19:00,19:00,0,0,4100200,경기고속,02-455-2114
231000132,8-1,13,일반형시내버스,231000325,대우경남아파트.안성의료원,33111,231001060,내리삼거리,33247,"안성",2,06:25,20:55,07:00,21:20,30,60,4101800,백성운수,031-673-3456
233000022,15,13,일반형시내버스,233001064,경진여객차고지,36104,233001810,장안6리노인회관,37822,"화성",2,06:40,18:30,06:55,18:55,0,0,4106100,제부여객,031-295-7105
241002020,8543,43,일반형시외버스,228003088,용인공용터미널(시외),47948,306500020,전주시외버스터미널,,"용인,전주",2,07:40,17:30,08:45,18:40,180,200,4150300,시외-대원고속,02-3436-6366
233000035,2-2,13,일반형시내버스,233001064,경진여객차고지,36104,233001359,석천4리종점,36955,"화성",2,06:30,21:00,06:50,21:20,10,200,4106100,제부여객,031-295-7105
234001510,33-7,13,일반형시내버스,234001173,경기광주역,54153,234000311,대성아파트,38232,"광주",2,16:10,21:00,16:35,21:20,75,210,4100200,경기고속,02-455-2114
241006878,8326,43,일반형시외버스,228003089,용인공용터미널(시외),47949,186500010,유성시외버스정류소,,"대전,연기,용인",2,06:00,18:00,08:50,20:50,120,140,4150600,시외-경남여객,031-321-3721
233000059,11-5,13,일반형시내버스,233001394,발안만세시장,36925,233001626,석포6리(마파지),37419,"화성",2,10:30,19:00,10:50,19:30,0,0,4106100,제부여객,031-295-7105
234001158,34-12,13,일반형시내버스,277102748,출발(경유),,234000923,광주공원앞,38901,"광주",2,08:00,16:05,08:50,17:00,65,270,4100300,대원고속,02-455-2114
234001557,918-7,13,일반형시내버스,237001007,여주역,42795,237001436,이편한세상아파트,42872,"여주",2,08:10,08:10,08:35,08:35,0,0,4100200,경기고속,02-455-2114
222000201,땡큐11,13,일반형시내버스,222000755,사능차고지,23229,222001569,수석토성입구,49465,"남양주",2,05:10,22:30,06:10,23:30,10,25,4100500,대원운수,02-455-3114
231000041,20-2,13,일반형시내버스,231000576,인지사거리,33161,231000770,서운면행정복지센터,34236,"안성",2,06:20,16:30,06:40,16:50,130,330,4101800,백성운수,031-673-3456
234001415,33-4,13,일반형시내버스,234001173,경기광주역,54153,234001106,경남아너스빌,54087,"광주",2,08:10,15:40,08:30,16:00,25,250,4100200,경기고속,02-455-2114
234001683,15-2,13,일반형시내버스,234001173,경기광주역,54153,234001033,엄미리.미라울,38014,"광주",2,08:50,19:20,09:30,20:00,95,270,4100200,경기고속,02-455-2114
234001716,P9404(퇴근),11,직행좌석형시내버스,104000139,건대입구역사거리.건대병원,74109,207000350,정음마을고산2단지.고산종합사회복지관,8369,"서울,의정부",2,18:30,19:00,,,30,30,4100300,대원고속,02-455-2114
233000139,8155,11,직행좌석형시내버스,233001064,경진여객차고지,36104,121001315,사당역(중),,"서울,의왕,화성",2,05:00,22:00,06:20,23:30,20,30,4100800,경진여객,031-295-7105
234001239,1-20,13,일반형시내버스,277102748,출발(경유),,234000447,직동,38923,"광주",2,15:20,15:20,16:10,16:10,0,0,4100200,경기고속,02-455-2114
233000085,23,13,일반형시내버스,233001064,경진여객차고지,36104,233001794,발안식염온천,37840,"화성",2,06:20,20:00,06:40,20:20,0,0,4106100,제부여객,031-295-7105
227000045,배알미-01,13,일반형시내버스,227000031,덕풍시장.더샵센트럴뷰,28075,227000239,윗배알미,28001,"하남",2,05:30,20:00,06:30,21:00,145,205,4107900,경기상운,02-455-2114
233000062,11-4,13,일반형시내버스,233001394,발안만세시장,36925,233000412,경진여객차고지,36863,"화성",2,07:55,07:55,08:35,08:35,0,0,4106100,제부여객,031-295-7105
227000039,9303-1,11,직행좌석형시내버스,277103042,BRT공영버스차고지(경유),,123000511,잠실역,,"서울,하남",2,05:00,23:15,05:50,00:05,30,40,4107900,경기상운,02-455-2114
234001578,17-1A,13,일반형시내버스,234000600,광주차고지,38288,205000068,숭신여자중고교.래미안금광아파트,6104,"광주,성남",2,06:00,21:20,05:25,23:10,80,120,4100200,경기고속,02-455-2114
234001567,21-19,13,일반형시내버스,230000156,다산고등학교,32069,230000251,터미널신둔홈,32717,"이천",2,17:10,17:10,17:20,17:20,0,0,4110900,이천시내버스,031-637-5111
234001661,2-3,13,일반형시내버스,234001026,시청,54006,234001222,센트럴푸르지오.힐링포레스트공원,54203,"광주",2,06:25,21:45,05:50,22:10,15,45,4100300,대원고속,02-455-2114
240000121,4-5,23,일반형농어촌버스,240000076,양평터미널,45044,234000018,수청1리,38455,"광주,양평",2,09:30,17:45,10:05,18:20,0,400,4100900,금강고속,031-772-2341
234001722,155,13,일반형시내버스,237001007,여주역,42795,237001147,이포,42247,"여주",2,20:30,20:30,21:20,21:20,0,0,4100300,대원고속,02-455-2114
224000007,25,13,일반형시내버스,224000738,오이도차고지,25748,224000023,정왕역,25198,"시흥",2,05:30,21:10,06:10,21:50,90,120,4103200,시흥교통,031-483-6035
224000051,13,13,일반형시내버스,224000915,포동차고지,25905,224000524,삼미시장,25338,"시흥",2,05:35,21:50,05:55,22:10,20,40,4103200,시흥교통,031-483-6035
228000113,9-1,13,일반형시내버스,228001552,(임시)용인터미널,47634,228000385,마성1리,29951,"용인",2,08:30,19:30,09:00,20:00,85,250,4100600,경남여객,031-321-3721
232000132,김포똑버스01,13,일반형시내버스,232000356,고촌역,35277,115000617,롯데몰.김포공항역,,"김포,서울",2,06:00,23:30,06:00,00:00,10,30,4113000,선진버스DRT,
